Order ID,Order Status,Warehouse Code,Order Place Date,Required Ship Date,Ship Method,Ship Method Code,Ship To Name,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship To City,Ship To State,Ship To ZIP Code,Ship To Country,Phone Number,Is it Gift?,Item Cost,SKU,ASIN,Item Title,Item Quantity,Gift Message,Tracking ID,Shipped Date
UXXRwMVbt,SHIPPED,EIHR,"3 Mar, 2024 8:52:55 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz73,hill station 73,town 73,,city 73,state 73,580008,IN,9999999999,No,₹100.00 ,SKU0001,B0ZFGJJF8T73,Product 73,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UVTc98Vht,SHIPPED,EIHR,"3 Mar, 2024 9:08:33 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz74,hill station 74,town 74,,city 74,state 74,600055,IN,9999999999,No,₹100.00 ,SKU0001,B0ZFGJJF8T74,Product 74,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
U1w7ymVwt,SHIPPED,EIHR,"3 Mar, 2024 10:01:27 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz75,hill station 75,town 75,,city 75,state 75,500035,IN,9999999999,No,₹100.00 ,SKU0001,B0ZFGJJF8T75,Product 75,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UXhvFnVtt,SHIPPED,EIHR,"3 Mar, 2024 10:22:16 AM IST","4 Mar, 2024 2:00:00 PM IST",IPS_SC_STD_COD,IPS_SC_STD_COD,xyz76,hill station 76,town 76,,city 76,state 76,504206,IN,9999999999,No,₹100.00 ,SKU0001,B0ZFGJJF8T76,Product 76,1,,EZ508717436IN,"4 Mar, 2024 12:10:55 PM IST"
U1NbYyVTt,SHIPPED,EIHR,"3 Mar, 2024 10:32:39 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz77,hill station 77,town 77,,city 77,state 77,400025,IN,9999999999,No,₹100.00 ,SKU0001,B0ZFGJJF8T77,Product 77,1,,2.0593E+11,"4 Mar, 2024 12:10:55 PM IST"
UXNF2JV3t,SHIPPED,EIHR,"3 Mar, 2024 10:35:52 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz78,hill station 78,town 78,,city 78,state 78,754142,IN,9999999999,No,₹100.00 ,SKU0001,B0ZFGJJF8T78,Product 78,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UwFCYdV3t,SHIPPED,EIHR,"3 Mar, 2024 10:47:33 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz79,hill station 79,town 79,,city 79,state 79,700084,IN,9999999999,No,₹100.00 ,SKU0001,B0ZFGJJF8T79,Product 79,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UXs9DmV4t,SHIPPED,EIHR,"3 Mar, 2024 11:42:08 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz80,hill station 80,town 80,,city 80,state 80,110045,IN,,No,₹100.00 ,SKU0001,B0ZFGJJF8T80,Product 80,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UJSt2rVpt,SHIPPED,EIHR,"3 Mar, 2024 11:46:06 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz81,hill station 81,town 81,,city 81,state 81,721305,IN,9002445734,No,₹100.00 ,SKU0001,B0ZFGJJF8T81,Product 81,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
Ug4QVjVwt,SHIPPED,EIHR,"3 Mar, 2024 12:02:52 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz82,hill station 82,town 82,,city 82,state 82,143001,IN,8054738434,No,₹100.00 ,SKU0001,B0ZFGJJF8T82,Product 82,1,,2.0593E+11,"4 Mar, 2024 12:10:55 PM IST"
UCbN22V2t,SHIPPED,EIHR,"3 Mar, 2024 12:30:37 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz83,hill station 83,town 83,,city 83,state 83,302012,IN,9314421202,No,₹100.00 ,SKU0001,B0ZFGJJF8T83,Product 83,1,,1.59772E+11,"4 Mar, 2024 12:10:55 PM IST"
UJSJvDVvt,SHIPPED,EIHR,"3 Mar, 2024 12:44:54 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz84,hill station 84,town 84,,city 84,state 84,560047,IN,9449017797,No,₹100.00 ,SKU0001,B0ZFGJJF8T84,Product 84,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UgTvcrVxt,SHIPPED,EIHR,"3 Mar, 2024 12:48:30 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz85,hill station 85,town 85,,city 85,state 85,641006,IN,7094083644,No,₹100.00 ,SKU0001,B0ZFGJJF8T85,Product 85,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UVJzcCVst,SHIPPED,EIHR,"3 Mar, 2024 12:50:08 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz86,hill station 86,town 86,,city 86,state 86,221401,IN,9839649362,No,₹100.00 ,SKU0001,B0ZFGJJF8T86,Product 86,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UGZGQVVGt,SHIPPED,EIHR,"3 Mar, 2024 12:53:44 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz87,hill station 87,town 87,,city 87,state 87,132103,IN,8708587718,No,₹100.00 ,SKU0001,B0ZFGJJF8T87,Product 87,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UcbFQ1VPt,SHIPPED,EIHR,"3 Mar, 2024 1:02:08 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz88,hill station 88,town 88,,city 88,state 88,226018,IN,6390339138,No,₹100.00 ,SKU0001,B0ZFGJJF8T88,Product 88,1,,1.59772E+11,"4 Mar, 2024 12:10:55 PM IST"
UG7Q2sV5t,SHIPPED,EIHR,"3 Mar, 2024 1:09:23 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz89,hill station 89,,,city 89,state 89,629167,IN,9442511312,No,₹100.00 ,SKU0001,B0ZFGJJF8T89,Product 89,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UgV5QxVGt,SHIPPED,EIHR,"3 Mar, 2024 1:13:35 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz90,hill station 90,Nalhati,,city 90,state 90,731220,IN,9474963497,No,₹100.00 ,SKU0001,B0ZFGJJF8T90,Product 90,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
U1ljc3V2t,SHIPPED,EIHR,"3 Mar, 2024 1:33:12 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz91,hill station 91,"Feroz Shah Kotla Behind, Indian Express Building",,city 91,state 91,110002,IN,9315566411,No,₹100.00 ,SKU0001,B0ZFGJJF8T91,Product 91,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UXFWsgVFt,SHIPPED,EIHR,"3 Mar, 2024 2:09:22 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz92,hill station 92,Gali No.-7 Adhyapak Nagar Nangloi,,city 92,state 92,110041,IN,9711022217,No,₹100.00 ,SKU0001,B0ZFGJJF8T92,Product 92,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
U6JztzV0t,SHIPPED,EIHR,"3 Mar, 2024 4:52:14 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz93,hill station 93,vpo sarsod,,city 93,state 93,125121,IN,8929090908,No,₹100.00 ,SKU0001,B0ZFGJJF8T93,Product 93,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
U1x1K7Vtt,SHIPPED,EIHR,"3 Mar, 2024 5:42:36 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz94,hill station 94,"GAK Hill Ridge Apartment, Tiger Hills Colony, Hunter Road",,city 94,state 94,506001,IN,9989602702,No,₹100.00 ,SKU0001,B0ZFGJJF8T94,Product 94,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
U6ZhppVvt,SHIPPED,EIHR,"3 Mar, 2024 6:30:56 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz95,hill station 95,Near ganesh talav biside khatavkar decorater miraj,,city 95,state 95,416410,IN,9970928044,No,₹100.00 ,SKU0001,B0ZFGJJF8T95,Product 95,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
Uc0QCQVqt,SHIPPED,EIHR,"3 Mar, 2024 7:36:00 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz96,hill station 96,kaladhungi road,,city 96,state 96,263139,IN,7819980450,No,₹100.00 ,SKU0001,B0ZFGJJF8T96,Product 96,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
Ugy55GVxt,SHIPPED,EIHR,"3 Mar, 2024 8:27:40 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz97,hill station 97,"4, Kanjur Village Road, Kanjur Marg East",,city 97,state 97,400042,IN,9323849319,No,₹100.00 ,SKU0001,B0ZFGJJF8T97,Product 97,1,,2.0593E+11,"4 Mar, 2024 12:10:55 PM IST"
Uwn0XDVNt,SHIPPED,EIHR,"3 Mar, 2024 8:27:47 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz98,hill station 98,"Old Route No NH 7, saman",,city 98,state 98,486001,IN,9755005005,No,₹100.00 ,SKU0001,B0ZFGJJF8T98,Product 98,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
Unyrj5Vst,SHIPPED,EIHR,"3 Mar, 2024 8:39:14 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz99,hill station 99,"Mall Road, Jalandhar Cantt",,city 99,state 99,144005,IN,8978277267,No,₹100.00 ,SKU0001,B0ZFGJJF8T99,Product 99,1,,1.59772E+11,"4 Mar, 2024 12:10:55 PM IST"
Uwq0Nv28t,SHIPPED,EIHR,"3 Mar, 2024 9:14:08 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz100,hill station 100,,,city 100,state 100,110092,IN,9810743993,No,₹100.00 ,SKU0001,B0ZFGJJF8T100,Product 100,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UgYM4J20t,SHIPPED,EIHR,"3 Mar, 2024 9:56:59 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz101,hill station 101,"J C Nagar, Kurubarahalli",,city 101,state 101,560086,IN,9035238661,No,₹100.00 ,SKU0001,B0ZFGJJF8T101,Product 101,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
U1JJyM2Qt,SHIPPED,EIHR,"3 Mar, 2024 10:21:02 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz102,hill station 102,"Sector J, Kursi Road",,city 102,state 102,226021,IN,9628551906,No,₹100.00 ,SKU0001,B0ZFGJJF8T102,Product 102,1,,1.59772E+11,"4 Mar, 2024 12:10:55 PM IST"
UJKdwz2Wt,SHIPPED,EIHR,"3 Mar, 2024 10:57:14 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz103,hill station 103,,,city 103,state 103,201002,IN,9958379995,No,₹100.00 ,SKU0001,B0ZFGJJF8T103,Product 103,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UXBLh8V7t,SHIPPED,EIHR,"3 Mar, 2024 11:01:10 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz104,hill station 104,"Raikar Nagar, Dhayari",,city 104,state 104,411041,IN,8605005090,No,₹100.00 ,SKU0001,B0ZFGJJF8T104,Product 104,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UNL4YB2Lt,SHIPPED,EIHR,"3 Mar, 2024 11:22:51 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz105,hill station 105,,,city 105,state 105,110075,IN,8800671692,No,₹100.00 ,SKU0001,B0ZFGJJF8T105,Product 105,1,,1.59772E+11,"4 Mar, 2024 12:10:55 PM IST"
UGKMzc25t,SHIPPED,EIHR,"3 Mar, 2024 11:53:40 PM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz106,hill station 106,Kankavati Flat,,city 106,state 106,364001,IN,9825398800,No,₹100.00 ,SKU0001,B0ZFGJJF8T106,Product 106,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UJMdL726t,SHIPPED,EIHR,"4 Mar, 2024 1:09:07 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz107,hill station 107,Sector 26,,city 107,state 107,122002,IN,9031321497,No,₹100.00 ,SKU0001,B0ZFGJJF8T107,Product 107,1,,1.59772E+11,"4 Mar, 2024 12:10:55 PM IST"
UGXW0b24t,SHIPPED,EIHR,"4 Mar, 2024 7:05:51 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz108,hill station 108,Jhazz chounk,,city 108,state 108,143521,IN,1234567890,No,₹100.00 ,SKU0001,B0ZFGJJF8T108,Product 108,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UgnCKw2jt,SHIPPED,EIHR,"4 Mar, 2024 7:59:45 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz109,hill station 109,"Opposite Surya Clinic (Kidwaipuri),",,city 109,state 109,800001,IN,8579048460,No,₹100.00 ,SKU0001,B0ZFGJJF8T109,Product 109,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
UcfwKk2Pt,SHIPPED,EIHR,"4 Mar, 2024 8:24:22 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz110,hill station 110,Near Rose park Kumily,,city 110,state 110,685509,IN,8098184052,No,₹100.00 ,SKU0001,B0ZFGJJF8T110,Product 110,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
U1qxmc2tt,SHIPPED,EIHR,"4 Mar, 2024 8:56:13 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz111,hill station 111,M S P NAGAR,,city 111,state 111,638656,IN,8903451529,No,₹100.00 ,SKU0001,B0ZFGJJF8T111,Product 111,1,,3.4004E+11,"4 Mar, 2024 12:10:55 PM IST"
U1VcX52pt,SHIPPED,EIHR,"4 Mar, 2024 9:56:55 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz112,hill station 112,"18B A.K. Mukherjee Road, Kolkata - 700090",,city 112,state 112,700090,IN,9432653351,No,₹100.00 ,SKU0001,B0ZFGJJF8T112,Product 112,1,,2.0593E+11,"4 Mar, 2024 12:10:55 PM IST"
UXbYC02Zt,SHIPPED,EIHR,"4 Mar, 2024 10:11:39 AM IST","4 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz113,hill station 113,"Bavdhan ,Ta Mulshi",,city 113,state 113,411021,IN,9998067065,No,₹100.00 ,SKU0001,B0ZFGJJF8T113,Product 113,1,,2.0593E+11,"4 Mar, 2024 12:10:55 PM IST"
UCw7gp2zt,SHIPPED,EIHR,"4 Mar, 2024 10:21:41 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz114,hill station 114,Near busstand,,city 114,state 114,521211,IN,9381285877,No,₹100.00 ,SKU0001,B0ZFGJJF8T114,Product 114,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UNpbX42Dt,SHIPPED,EIHR,"4 Mar, 2024 10:23:32 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz115,hill station 115,Karanai,,city 115,state 115,600130,IN,7550011384,No,₹100.00 ,SKU0001,B0ZFGJJF8T115,Product 115,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
U1Jc5y2vt,SHIPPED,EIHR,"4 Mar, 2024 11:19:46 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz116,hill station 116,KASABA BAWADA,,city 116,state 116,416006,IN,9860944911,No,₹100.00 ,SKU0001,B0ZFGJJF8T116,Product 116,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UX6kgL22t,SHIPPED,EIHR,"4 Mar, 2024 11:55:52 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz117,hill station 117,"333 BELASSIS ROAD, TARDEO",,city 117,state 117,400034,IN,9167468911,No,₹100.00 ,SKU0001,B0ZFGJJF8T117,Product 117,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UnjYZh2pt,SHIPPED,EIHR,"4 Mar, 2024 12:39:51 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz118,hill station 118,Uska road Azad nagar Tetri bazar,,city 118,state 118,272207,IN,7272820699,No,₹100.00 ,SKU0001,B0ZFGJJF8T118,Product 118,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UJJsqx2Yt,SHIPPED,EIHR,"4 Mar, 2024 1:28:02 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz119,hill station 119,"Hazipur, Sector 104",,city 119,state 119,201301,IN,9839565735,No,₹100.00 ,SKU0001,B0ZFGJJF8T119,Product 119,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UGtFR3Mdt,SHIPPED,EIHR,"4 Mar, 2024 1:33:39 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz120,hill station 120,Near ZPH girls school,,city 120,state 120,515402,IN,9505814881,No,₹100.00 ,SKU0001,B0ZFGJJF8T120,Product 120,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UVHxjK2xt,SHIPPED,EIHR,"4 Mar, 2024 1:57:39 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz121,hill station 121,"2nd cross, Royal gardenia layout",,city 121,state 121,560099,IN,8722250407,No,₹100.00 ,SKU0001,B0ZFGJJF8T121,Product 121,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UJb74wMWt,SHIPPED,EIHR,"4 Mar, 2024 2:59:39 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz122,hill station 122,Asiad Village,,city 122,state 122,110049,IN,8882238252,No,₹100.00 ,SKU0001,B0ZFGJJF8T122,Product 122,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UNZtQ7Mkt,SHIPPED,EIHR,"4 Mar, 2024 5:24:15 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz123,hill station 123,Opp to Rahothamor Temple Manampoondi,,city 123,state 123,605757,IN,9665452265,No,₹100.00 ,SKU0001,B0ZFGJJF8T123,Product 123,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UnfQQ0MLt,SHIPPED,EIHR,"4 Mar, 2024 5:39:25 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz124,hill station 124,"Ambedkar nagar, padalam",,city 124,state 124,603308,IN,9944678526,No,₹100.00 ,SKU0001,B0ZFGJJF8T124,Product 124,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UXBV2BMrt,SHIPPED,EIHR,"4 Mar, 2024 5:40:52 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz125,hill station 125,Village Mohhamdpur Chail kaushambi,,city 125,state 125,212202,IN,9305136228,No,₹100.00 ,SKU0001,B0ZFGJJF8T125,Product 125,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
Unbk1GMRt,SHIPPED,EIHR,"4 Mar, 2024 6:15:00 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz126,hill station 126,187/1A Punnai Nagar,,city 126,state 126,629004,IN,9159888202,No,₹100.00 ,SKU0001,B0ZFGJJF8T126,Product 126,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
Ucm61cMFt,SHIPPED,EIHR,"4 Mar, 2024 6:55:00 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz127,hill station 127,4th floor attapur,,city 127,state 127,500048,IN,9948699973,No,₹100.00 ,SKU0001,B0ZFGJJF8T127,Product 127,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UcSkMsMct,SHIPPED,EIHR,"4 Mar, 2024 7:14:52 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz128,hill station 128,,,city 128,state 128,678545,IN,8547432570,No,₹100.00 ,SKU0001,B0ZFGJJF8T128,Product 128,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
U1fx3sMVt,SHIPPED,EIHR,"4 Mar, 2024 8:03:07 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz129,hill station 129,Sector 46,,city 129,state 129,122003,IN,9697198765,No,₹100.00 ,SKU0001,B0ZFGJJF8T129,Product 129,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UVK2dJMvt,SHIPPED,EIHR,"4 Mar, 2024 8:41:56 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz130,hill station 130,"Near Life pharmacy, nizampate",,city 130,state 130,500090,IN,9949255033,No,₹100.00 ,SKU0001,B0ZFGJJF8T130,Product 130,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UGDC3zMtt,SHIPPED,EIHR,"4 Mar, 2024 8:46:36 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz131,hill station 131,Saharanpur,,city 131,state 131,247001,IN,8445868758,No,₹100.00 ,SKU0001,B0ZFGJJF8T131,Product 131,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UNg2lhMlt,SHIPPED,EIHR,"4 Mar, 2024 10:08:32 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz132,hill station 132,Tajen Ao Road Notun Bosti,,city 132,state 132,797112,IN,9774195789,No,₹100.00 ,SKU0001,B0ZFGJJF8T132,Product 132,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
Ug8rljM8t,SHIPPED,EIHR,"4 Mar, 2024 10:12:43 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz133,hill station 133,Mhow Cantt,,city 133,state 133,453441,IN,9149942772,No,₹100.00 ,SKU0001,B0ZFGJJF8T133,Product 133,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UNphWcMTt,SHIPPED,EIHR,"4 Mar, 2024 10:26:29 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz134,hill station 134,Flat no 102,,city 134,state 134,500030,IN,9177116064,No,₹100.00 ,SKU0001,B0ZFGJJF8T134,Product 134,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UN8KSKMyt,SHIPPED,EIHR,"4 Mar, 2024 11:05:00 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz135,hill station 135,"Near Shiv Mondir Auto stand,  Papum Pare",,city 135,state 135,791110,IN,7983821109,No,₹100.00 ,SKU0001,B0ZFGJJF8T135,Product 135,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
U1SKZqMBt,SHIPPED,EIHR,"4 Mar, 2024 11:12:53 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz136,hill station 136,Sec 17b Chandigarh,,city 136,state 136,160017,IN,6239213070,No,₹100.00 ,SKU0001,B0ZFGJJF8T136,Product 136,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
U3K8htMct,SHIPPED,EIHR,"4 Mar, 2024 11:22:50 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz137,hill station 137,"B-10, Udaygiri-2, sector-34, Noida",,city 137,state 137,201307,IN,9958484125,No,₹100.00 ,SKU0001,B0ZFGJJF8T137,Product 137,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UNCBRBBJt,SHIPPED,EIHR,"4 Mar, 2024 11:46:13 PM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz138,hill station 138,"Krishna nagar, J.P. Nagar 7th phase,",,city 138,state 138,560076,IN,9916310191,No,₹100.00 ,SKU0001,B0ZFGJJF8T138,Product 138,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UwXFCgMft,SHIPPED,EIHR,"5 Mar, 2024 12:13:57 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz139,hill station 139,Bethamangala,,city 139,state 139,563116,IN,7975658985,No,₹100.00 ,SKU0001,B0ZFGJJF8T139,Product 139,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UgJZgJMPt,SHIPPED,EIHR,"5 Mar, 2024 12:29:39 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz140,hill station 140,"Kalena agrahara, bannerghatta road, Bangalore South",,city 140,state 140,560076,IN,9980405057,No,₹100.00 ,SKU0001,B0ZFGJJF8T140,Product 140,1,,2.05931E+11,"5 Mar, 2024 11:57:26 AM IST"
UCx1RNBjt,SHIPPED,EIHR,"5 Mar, 2024 12:46:50 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz141,hill station 141,Simlaguri,,city 141,state 141,781313,IN,8638725944,No,₹100.00 ,SKU0001,B0ZFGJJF8T141,Product 141,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
U18hHmBpt,SHIPPED,EIHR,"5 Mar, 2024 1:18:13 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz142,hill station 142,"Integral University, Kursi Road Lucknow",,city 142,state 142,226026,IN,9910921435,No,₹100.00 ,SKU0001,B0ZFGJJF8T142,Product 142,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
